FECHA,DIA,HORA,BARRIO,ZONA,CLASE_DE_SITIO,ARMA_EMPLEADA,MOVIL_VICTIMA,EDAD,ESTADO_CIVIL,PAIS_NACIMIENTO,CLASE_EMPLEADO,ESCOLARIDAD,DESCRIPCION_CONDUCTA
2011-01-12,Miércoles,15:08:00,SANTA INES E-3,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2011-01-14,Viernes,10:00:00,NUEVA GRANADA E-2,URBANA,RESTAURANTES,DIRECTA,-,18,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-14,Viernes,10:46:00,ENGATIVA E-10,URBANA,CANCHAS DE TEJO,CARTA EXTORSIVA,-,44,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-15,Sábado,23:00:00,CERROS DE ORIENTE E-4,URBANA,APARTAMENTO,MIXTA,-,31,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-01-15,Sábado,15:50:00,SANTO DOMINGO E-19,URBANA,TRANSPORTE PÚBLICO,DIRECTA,-,47,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-16,Domingo,08:00:00,ATICOS DEL SALITRE E-9,URBANA,TRANSPORTE PÚBLICO,MIXTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-01-16,Domingo,17:30:00,SAN PEDRO E-4,URBANA,CASAS DE HABITACION,DIRECTA,-,33,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-01-17,Lunes,15:00:00,ANTONIO JOSE DE SUCRE E-5,URBANA,TRANSPORTE PÚBLICO,DIRECTA,-,47,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-17,Lunes,09:30:00,OLARTE E-7,URBANA,ESTACIONES DE SERVICIO,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-01-17,Lunes,12:10:00,ANTONIO JOSE DE SUCRE E-5,URBANA,TRANSPORTE PÚBLICO,DIRECTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-01-17,Lunes,04:02:00,CONTADOR E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,43,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-18,Martes,08:00:00,EL PARAISO E-19,URBANA,CASAS DE HABITACION,MIXTA,-,42,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-01-20,Jueves,08:00:00,SAN VICTORINO E-3,URBANA,ALMACENES,LLAMADA TELEFONICA,-,36,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-20,Jueves,10:30:00,AMERICAS OCCIDENTAL II ETAPA E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,51,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-01-21,Viernes,10:00:00,SANTA MATILDE E-16,URBANA,CASAS DE HABITACION,MIXTA,-,18,UNION LIBRE,-,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-21,Viernes,06:00:00,SANTA ISABEL E-14,URBANA,OFICINAS,LLAMADA TELEFONICA,-,37,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-01-22,Sábado,12:33:00,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,LLAMADA TELEFONICA,-,28,UNION LIBRE,COLOMBIA,COMERCIANTE,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-01-23,Domingo,16:30:00,CALDAS E-7,URBANA,EMPRESA,MIXTA,-,41,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-25,Martes,08:00:00,NAVARRA E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,29,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-26,Miércoles,10:00:00,SAN DIEGO E-3,URBANA,OFICINAS,LLAMADA TELEFONICA,-,34,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-26,Miércoles,10:00:00,URB. TOBERIN E-1,URBANA,CENTROS RELIGIOSOS,LLAMADA TELEFONICA,-,31,SOLTERO,COLOMBIA,RELIGIOSO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-01-27,Jueves,10:00:00,SAN FELIPE E-12,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,44,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-28,Viernes,10:39:00,LOS ALAMOS E-10,URBANA,CENTRO COMERCIAL,LLAMADA TELEFONICA,-,62,CASADO,COLOMBIA,AMA DE CASA,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-29,Sábado,11:00:00,LOS ALCAZARES E-12,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,18,SOLTERO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-01-29,Sábado,10:30:00,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,69,CASADO,COLOMBIA,AMA DE CASA,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-01-30,Domingo,10:00:00,CIUDAD SALITRE I E-9,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-02-01,Martes,10:00:00,BELMIRA E-1,URBANA,CASAS DE HABITACION,MIXTA,-,51,SOLTERO,COLOMBIA,RELIGIOSO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-06,Domingo,10:30:00,LA GAITANA E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,18,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-07,Lunes,12:00:00,TABORA E-10,URBANA,CASAS DE HABITACION,MIXTA,-,39,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-07,Lunes,17:30:00,SANTA FE E-14,URBANA,VIAS PUBLICAS,DIRECTA,-,23,SEPARADO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-08,Martes,07:00:00,SAN ANDRESITO LA 38 E-16,URBANA,SECTOR COMERCIO,DIRECTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-02-09,Miércoles,10:00:00,UNICENTRO E-1,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",LLAMADA TELEFONICA,-,33,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-09,Miércoles,11:00:00,GRAN GRANADA E-10,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,36,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-02-09,Miércoles,21:00:00,CARCEL DISTRIAL E-4,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,50,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-11,Viernes,09:55:00,LA ESMERALDA E-13,URBANA,APARTAMENTO,DIRECTA,-,64,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-11,Viernes,19:13:00,NORMANDIA E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,51,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-02-12,Sábado,10:00:00,CHAPINERO NORTE E-2,URBANA,EMPRESA,REDES SOCIALES,-,18,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-02-12,Sábado,06:00:00,MANDALAY I ETAPA E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,56,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-13,Domingo,10:30:00,VILLAS DE GRANADA E-10,URBANA,CAFETERIAS,MIXTA,-,40,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-15,Martes,10:00:00,RICAURTE E-14,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,65,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-02-17,Jueves,15:30:00,EL JAZMIN I SECTOR E-16,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,27,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-17,Jueves,14:13:00,MAZUREN I SECTOR E-11,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,28,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-02-18,Viernes,20:00:00,LOS ALAMOS E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,36,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-21,Lunes,09:20:00,EL PINAR E-11,URBANA,CASAS DE HABITACION,DIRECTA,-,41,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-22,Martes,11:00:00,SAN DIEGO E-3,URBANA,INSTALACIONES JUDICIALES,DIRECTA,-,46,UNION LIBRE,COLOMBIA,AMA DE CASA,-,ARTÍCULO 244. EXTORSIÓN
2011-02-22,Martes,16:35:00,EL ENCENILLAL E-11,URBANA,"COLEGIOS, ESCUELAS",REDES SOCIALES,-,31,CASADO,COLOMBIA,EDUCADOR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-22,Martes,21:05:00,FATIMA E-6,URBANA,EMPRESA,MIXTA,-,47,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-23,Miércoles,10:00:00,LAS GRANJAS E-9,URBANA,BODEGAS Y SIMILARES,LLAMADA TELEFONICA,-,34,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-02-23,Miércoles,09:30:00,BOYACA REAL E-10,URBANA,CANCHAS DE TEJO,LLAMADA TELEFONICA,-,39,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,22,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,27,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,29,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,30,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,32,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,09:00:00,DINDALITO E-8,URBANA,CENTRO COMERCIAL,DIRECTA,-,35,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-02-24,Jueves,14:00:00,SAN DIEGO E-3,URBANA,OFICINAS,LLAMADA TELEFONICA,-,34,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-26,Sábado,10:00:00,LA FONTANA E-11,URBANA,PELUQUERIA Y SIMILARES,DIRECTA,-,37,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-02-26,Sábado,10:30:00,MACARENA E-9,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-02-28,Lunes,14:30:00,CIUDAD MONTES E-16,URBANA,"COLEGIOS, ESCUELAS",LLAMADA TELEFONICA,-,51,DIVORCIADO,COLOMBIA,EDUCADOR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-02-28,Lunes,06:30:00,LA CHUCUA NORTE E-11,URBANA,CASAS DE HABITACION,MIXTA,-,62,CASADO,COLOMBIA,EDUCADOR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-01,Martes,10:00:00,SANTA MATILDE E-16,URBANA,CASAS DE HABITACION,DIRECTA,-,18,UNION LIBRE,COLOMBIA,RELIGIOSO,-,ARTÍCULO 244. EXTORSIÓN
2011-03-01,Martes,08:00:00,BRASILIA I SECTOR E-7,URBANA,GLORIETA,MIXTA,-,61,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-01,Martes,09:00:00,LA PRADERA NORTE E-16,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,62,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-01,Martes,06:30:00,LA CASTELLANA E-12,URBANA,CASAS DE HABITACION,MIXTA,-,49,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-01,Martes,11:49:00,PALOQUEMAO E-14,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,35,SOLTERO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-02,Miércoles,14:50:00,NAVARRA E-1,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-03-05,Sábado,12:30:00,SIETE DE AGOSTO E-12,URBANA,LOCAL COMERCIAL,DIRECTA,-,33,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-08,Martes,16:00:00,CHAPINERO CENTRAL E-2,URBANA,EMPRESA,LLAMADA TELEFONICA,-,52,CASADO,COLOMBIA,COMERCIANTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-09,Miércoles,10:00:00,BOITA E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,18,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-03-09,Miércoles,09:00:00,RICAURTE E-14,URBANA,OFICINAS,MIXTA,-,18,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-10,Jueves,10:00:00,RICAURTE E-14,URBANA,EMPRESA,LLAMADA TELEFONICA,-,29,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-10,Jueves,19:24:00,SANTA MATILDE E-16,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,26,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-11,Viernes,12:15:00,ANDES E-11,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,37,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-12,Sábado,11:00:00,LOS CEDRITOS E-1,URBANA,CASAS DE HABITACION,REDES SOCIALES,-,25,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-12,Sábado,09:50:00,NICOLAS DE FEDERMAN E-13,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,46,SOLTERO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-12,Sábado,08:20:00,CHAPINERO NORTE E-2,URBANA,OFICINAS,LLAMADA TELEFONICA,-,44,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-14,Lunes,08:00:00,RICAURTE E-14,URBANA,NO DEFINIDO,LLAMADA TELEFONICA,-,46,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-15,Martes,10:00:00,SAN FELIPE E-12,URBANA,EMPRESA,LLAMADA TELEFONICA,-,18,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-15,Martes,20:00:00,LOS ALAMOS E-10,URBANA,CONJUNTO RESIDENCIAL,LLAMADA TELEFONICA,-,29,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-17,Jueves,10:00:00,GRAN AMERICA E-13,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,49,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-18,Viernes,09:30:00,SAN ANDRES E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,59,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-20,Domingo,08:30:00,MARSELLA E-8,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,49,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-22,Martes,18:30:00,HIPOTECHO OCCIDENTAL E-8,URBANA,CASAS DE HABITACION,MIXTA,-,18,-,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-24,Jueves,10:00:00,VILLA DEL PRADO E-11,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,18,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-24,Jueves,09:50:00,RIONEGRO NORTE E-12,URBANA,CARCELES,LLAMADA TELEFONICA,-,42,SOLTERO,COLOMBIA,DESEMPLEADO,-,ARTÍCULO 244. EXTORSIÓN
2011-03-24,Jueves,09:36:00,AURES I-II E-11,URBANA,ALMACENES,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-03-25,Viernes,11:15:00,SANTA BARBARA NORTE E-1,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,48,CASADO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2011-03-26,Sábado,07:02:00,CIUDAD SALITRE I E-9,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,25,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-03-28,Lunes,12:00:00,RICAURTE E-14,URBANA,SECTOR COMERCIO,LLAMADA TELEFONICA,-,41,CASADO,COLOMBIA,CANDIDATOS,TECNICO,ARTÍCULO 244. EXTORSIÓN
2011-03-29,Martes,10:00:00,EL VERBENAL E-1,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,40,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-29,Martes,10:00:00,VISTA HERMOSA E-19,URBANA,CASAS DE HABITACION,CARTA EXTORSIVA,-,18,-,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-03-30,Miércoles,13:15:00,NUEVO MUZU I SECTOR E-6,URBANA,FRENTE A COLEGIO - VIA PUBLICA,DIRECTA,-,51,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-31,Jueves,11:00:00,CHAPINERO ALTO E-2,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,50,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-03-31,Jueves,18:20:00,LA GAITANA E-11,URBANA,CASAS DE HABITACION,MIXTA,-,35,UNION LIBRE,COLOMBIA,AMA DE CASA,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-03-31,Jueves,17:04:00,AMERICAS OCCIDENTAL II ETAPA E-8,URBANA,CASAS DE HABITACION,MIXTA,-,50,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-01,Viernes,15:00:00,FRANCISCO JOSE DE CALDAS E-8,URBANA,SECTOR COMERCIO,LLAMADA TELEFONICA,-,56,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-02,Sábado,12:00:00,VILLA GLADIS E-10,URBANA,"DROGUERIAS, FARMACIAS",DIRECTA,-,43,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-02,Sábado,20:10:00,FERIAS E-10,URBANA,APARTAMENTO,LLAMADA TELEFONICA,-,18,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-04-05,Martes,10:00:00,BRASILIA I SECTOR E-7,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,40,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-05,Martes,10:00:00,PUENTE ARANDA E-16,URBANA,CARCELES,NO REPORTADO,-,18,-,-,DESEMPLEADO,-,ARTÍCULO 244. EXTORSIÓN
2011-04-05,Martes,11:00:00,VILLA LUZ E-10,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,32,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-05,Martes,16:00:00,URB. TOBERIN E-1,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,43,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-06,Miércoles,11:30:00,VERSALLES E-9,URBANA,OFICINAS,LLAMADA TELEFONICA,-,45,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-07,Jueves,10:40:00,CHAPINERO NORTE E-2,URBANA,CASAS DE HABITACION,LLAMADA TELEFONICA,-,18,CASADO,FRANCIA,INDEPENDIENTE,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-08,Viernes,12:00:00,LA LAGUNA E-9,URBANA,CASAS DE HABITACION,NO REPORTADO,-,49,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-09,Sábado,09:00:00,EL VERBENAL E-1,URBANA,APARTAMENTO,CARTA EXTORSIVA,-,74,CASADO,COLOMBIA,GANADERO,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-13,Miércoles,15:00:00,LOS LAURELES E-10,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-04-14,Jueves,09:00:00,LA CANDELARIA E-3,URBANA,CASAS DE HABITACION,MIXTA,-,18,UNION LIBRE,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-04-14,Jueves,14:30:00,GALAN E-16,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,52,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-14,Jueves,16:39:00,PUERTA DE TEJA E-9,URBANA,ALMACENES,MIXTA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-04-15,Viernes,14:00:00,LOURDES E-2,URBANA,ALMACENES,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-04-15,Viernes,18:45:00,CENTRO NORTE USAQUEN E-1,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",LLAMADA TELEFONICA,-,47,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-17,Domingo,11:30:00,TINTALITO I E-8,URBANA,PLAZAS DE MERCADO,CARTA EXTORSIVA,-,45,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-19,Martes,10:00:00,LOS ALAMOS E-10,URBANA,APARTAMENTO,MIXTA,-,67,CASADO,COLOMBIA,COMERCIANTE,-,ARTÍCULO 244. EXTORSIÓN
2011-04-19,Martes,07:59:00,CENTRO USME E-5,URBANA,ALCALDIA,DIRECTA,-,57,CASADO,COLOMBIA,EMPLEADO PUBLICO,SUPERIOR,ARTÍCULO 244. EXTORSIÓN
2011-04-20,Miércoles,14:35:00,LOS ALAMOS E-10,URBANA,EMPRESA,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-04-23,Sábado,13:30:00,PATRIA E-12,URBANA,OFICINAS,MIXTA,-,54,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,ARTÍCULO 244. EXTORSIÓN
2011-04-23,Sábado,06:00:00,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,LOCAL COMERCIAL,MIXTA,-,52,CASADO,COLOMBIA,COMERCIANTE,TECNOLOGO,ARTÍCULO 244. EXTORSIÓN
2011-04-25,Lunes,10:00:00,PUENTE ARANDA E-16,URBANA,LOCAL COMERCIAL,LLAMADA TELEFONICA,-,-,-,-,-,-,ARTÍCULO 244. EXTORSIÓN
2011-04-25,Lunes,12:00:00,GORGONZOLA E-16,URBANA,TRANSPORTE PÚBLICO,MIXTA,-,55,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
2011-04-25,Lunes,07:30:00,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,CASAS DE HABITACION,MIXTA,-,37,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA,ARTÍCULO 244. EXTORSIÓN
